OBJECTID;CODECARTO;LIBELLE;HISTO;NATURE;LIENDOC;REFERENTIEL;TIMESTAMP;WKT_GEOM
"3605";"92094-INV-2448-01";"bureau - café - habitation - immeuble à appartements - magasin";"présent à l'IPA en 2011";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92094-INV-2448-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (185066.961999998 128638.852000002,185076.002999999 128619.581,185077.673 128638.945999999,185107.277999997 128637.355999999,185110.281000003 128616.353,185115.734999999 128615.796999998,185119.604000002 128615.311999999,185126.119999997 128614.304000001,185141.636 128633.090999998,185155.243000001 128610.677000001,185158.693000004 128631.822999999,185166.149999999 128631.377999999,185166.928999998 128610.232000001,185172.381999999 128629.82,185173.273000002 128609.565000001,185186.405000001 128627.816,185196.310000002 128605.223999999,185203.098999999 128602.886999998,185206.104000002 128625.034000002,185211.303000003 128601.818,185222.063000001 128599.982000001,185230.254000001 128617.578000002,185230.303000003 128599.965,185243.928000003 128600.960000001,185245.089000002 128617.824000001)"
"3606";"92094-INV-2366-01";"habitation";"présent à l'IPA en 2011";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92094-INV-2366-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (185665.917999998 128643.708999999,185670.737000003 128641.436000001,185675.373999998 128639.162999999,185680.920000002 128637.070999999,185686.467 128634.344000001,185695.832000002 128651.528999999)"
"3607";"62108-INV-0020-02";"ferme";"présent à l'IPM en 1980 présent à l'IPA en 2007";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62108-INV-0020-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (245313.986000001 159397.267999999,245321.149999999 159380.352000002)"
"4235";"57081-INV-1735-02";"Commerce(s) - Habitation(s)";"présent à l'IPM en 1978 présent à l'IPIC en 2015";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/57081-INV-1735-02";"";"2026-03-24T00:00:00";"MULTIPOINT (80192.1520000026 144480.134,80196.5970000029 144478.228999998,80200.8830000013 144476.958999999)"
"4236";"91034-INV-0225-01";"";"présent à l'IPM en 1996";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/91034-INV-0225-01";"";"2026-03-24T00:00:00";"MULTIPOINT (188328.012000002 103170.181000002,188417.971000001 103289.243999999,188533.946000002 103412.088)"
"4237";"57081-INV-0184-02";"Habitation(s)";"présent à l'IPM en 1978 présent à l'IPIC en 2015";"Ensemble (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/57081-INV-0184-02";"";"2026-03-24T00:00:00";"MULTIPOINT (80717.751000002 144615.846999999,80722.3020000011 144615.530000001,80728.3339999989 144614.260000002,80732.6740000024 144611.931000002,80736.9069999978 144611.401999999)"
"4238";"57081-INV-0293-02";"Habitation(s)";"présent à l'IPM en 1978 présent à l'IPIC en 2015";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/57081-INV-0293-02";"";"2026-03-24T00:00:00";"MULTIPOINT (81118.2899999991 144535.017999999,81120.3530000001 144538.193)"
"4239";"57081-INV-0657-02";"Habitation(s)";"présent à l'IPM en 1978 présent à l'IPIC en 2015";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/57081-INV-0657-02";"";"2026-03-24T00:00:00";"MULTIPOINT (80839.2360000014 144176.113000002,80843.2049999982 144184.315000001)"
"4240";"57081-INV-0661-02";"Habitation(s)";"présent à l'IPM en 1978 présent à l'IPIC en 2015";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/57081-INV-0661-02";"";"2026-03-24T00:00:00";"MULTIPOINT (80820.7150000036 144184.844000001,80823.625 144191.723000001)"
"4241";"57081-INV-1713-01";"Commerce(s) - Habitation(s)";"présent à l'IPIC en 2015";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/57081-INV-1713-01";"";"2026-03-24T00:00:00";"MULTIPOINT (80562.6480000019 144376.879999999,80565.6649999991 144373.228999998)"
"4242";"57081-INV-1714-01";"Commerce(s); Habitation(s)";"présent à l'IPIC en 2015";"Ensemble";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/57081-INV-1714-01";"";"2026-03-24T00:00:00";"MULTIPOINT (80540.1059999988 144358.465,80543.9160000011 144355.131000001,80547.5670000017 144351.162,80551.2180000022 144348.305,80554.2349999994 144344.017999999)"
"4243";"56022-INV-0005-02";"maison";"présent à l'IPM en 1983 présent à l'IPIC en 2023";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/56022-INV-0005-02";"";"2026-03-24T00:00:00";"MULTIPOINT (133618.696000002 111040.989,133626.365999997 111034.414999999)"
"4244";"56022-INV-0099-02";"maison";"présent à l'IPM en 1983 présent à l'IPIC en 2023";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/56022-INV-0099-02";"";"2026-03-24T00:00:00";"MULTIPOINT (133664.148999996 111031.276000001,133673.144000001 111022.544)"
"4245";"57081-INV-2027-01";"Maison(s) de maître";"présent à l'IPIC en 2017";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/57081-INV-2027-01";"";"2026-03-24T00:00:00";"MULTIPOINT (74511.1840000004 146275.712000001,74552.1410000026 146271.743999999,74560.5549999997 146287.618999999)"
"4246";"57081-INV-1661-01";"Ecole (Ecole Saint-Louis)";"présent à l'IPIC en 2015";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/57081-INV-1661-01";"";"2026-03-24T00:00:00";"MULTIPOINT (81001.6950000003 144098.616,81013.6010000035 144105.760000002)"
"4247";"57081-INV-1754-01";"Habitation(s)";"présent à l'IPIC en 2015";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/57081-INV-1754-01";"";"2026-03-24T00:00:00";"MULTIPOINT (81227.9099999964 144738.682999998,81233.4659999981 144744.504000001)"
"4248";"57081-INV-1642-01";"Hôtel particulier (Pensionna des filles du Sacré Chœurs)";"présent à l'IPIC en 2015";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/57081-INV-1642-01";"";"2026-03-24T00:00:00";"MULTIPOINT (79622.200000003 144310.956999999,79648.6579999998 144315.256000001,79656.5960000008 144284.168000001,79686.3620000035 144287.475000001,79703.5600000024 144293.759)"
"4249";"57081-INV-0765-02";"Habitation(s)";"présent à l'IPM en 1978 présent à l'IPIC en 2015";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/57081-INV-0765-02";"";"2026-03-24T00:00:00";"MULTIPOINT (80239.1140000001 144315.563000001,80246.6279999986 144319.41,80251.5490000025 144324.559)"
"4250";"62119-INV-0039-01";"";"présent à l'IPM en 1980";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62119-INV-0039-01";"";"2026-03-24T00:00:00";"MULTIPOINT (248918.321999997 152802.952,248933.773999997 152783.901999999,248946.685999997 152804.221999999)"
"4251";"61063-INV-0036-01";"";"présent à l'IPM en 1992";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/61063-INV-0036-01";"";"2026-03-24T00:00:00";"MULTIPOINT (215792.336999998 141848.662,215804.111000001 141907.664000001)"
"4252";"51009-INV-0001-02";"borne (Borne du Sanglier - Borne du Maréchal)";"présent à l'IPM en 1988 présent à l'IPIC en 2021";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/51009-INV-0001-02";"";"2026-03-24T00:00:00";"MULTIPOINT (97443.9949999973 132483.976,97509.5829999968 132347.721999999)"
"3386";"81001-INV-0274-01";"";"présent à l'IPM en 1994";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/81001-INV-0274-01";"";"2026-03-24T00:00:00";"MULTIPOINT (255821.895000003 46745.2840000019,255830.494000003 46729.4090000019)"
"3722";"62108-INV-0296-01";"habitation - magasin";"présent à l'IPA en 2007";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62108-INV-0296-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (243618.553000003 159123.977000002,243620.461000003 159119.559,243623.327 159114.940000001,243625.634000003 159110.732000001,243628.094999999 159106.763999999,243630.277999997 159136.414999999,243631.243000001 159101.901999999,243631.939000003 159132.745000001,243635.125 159097.381000001,243636.792999998 159125.921,243638.428000003 159092.166000001,243640.217 159087.879000001,243642.379000001 159117.600000002,243642.688000001 159084.078000002,243645.711999998 159081.280999999,243648.994999997 159075.879000001,243649.990000002 159105.116,243652.939000003 159070.919,243658.071000002 159066.022999998,243659.504000001 159095.640000001,243660.138999999 159052.618999999,243660.542999998 159061.781,243671.038000003 159076.353,243673.987000003 159071.704999998,243674.751000002 159041.578000002,243677.626000002 159066.976,243679.783 159030.048999999,243680.947999999 159061.960999999,243682.571000002 159025.824999999,243685.792000003 159020.945999999,243686.751000002 159056.397,243687.248999998 159014.403000001,243690.310999997 159049.193999998,243690.936999999 159002.454,243693.207999997 159043.895,243694.851999998 159039.166999999,243695.495999999 158994.458000001,243695.748000003 159035.206,243698.303000003 159031.353999998,243700.171999998 159027.541999999,243700.258000001 158985.688000001,243701.450000003 159023.798999999,243703.204999998 159020.068999998,243705.424000002 159015.640000001,243707.086999997 159011.436000001,243709.255000003 159006.989999998,243712.402999997 159000.02,243715.527000003 158993.204999998,243721.417000003 158985.668000001,243728.583999999 158985.217,243735.288000003 158985.23)"
"3723";"92094-INV-1855-01";"villa";"présent à l'IPA en 2011";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92094-INV-1855-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (185431.714000002 129256.798,185438.515000001 129253.456999999)"
"3724";"92094-INV-2319-01";"habitation (Habitations, magasins)";"présent à l'IPA en 2011";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92094-INV-2319-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (186340.251999997 122438.850000001,186343.598999999 122451.684,186343.655000001 122445.997000001,186345.357000001 122468.460000001)"
"3725";"92094-INV-1173-01";"habitation (Maison des Aumôniers)";"présent à l'IPA en 2011";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92094-INV-1173-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (187819.972000003 131744.028000001,187824.256999999 131729.028999999)"
"3726";"92094-INV-2434-01";"habitation";"présent à l'IPA en 2011";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92094-INV-2434-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (185584.520000003 127636.416999999,185581.118000001 127631.839000002,185578.252999999 127626.631999999)"
"3727";"92094-INV-2435-01";"bureau - habitation";"présent à l'IPA en 2011";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92094-INV-2435-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (185470.104000002 127665.298999999,185473.278999999 127669.532000002,185476.031000003 127673.236000001,185480.159000002 127677.046,185485.556000002 127681.173999999)"
"3728";"25122-INV-0001-02";"église paroissiale (Eglise  Notre-Dame)";"présent à l'IPM en 1973 présent à l'IPA en 2006";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25122-INV-0001-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (189405.693999998 150479.673,189366.461999997 150458.677999999)"
"3729";"25122-INV-0042-02";"église paroissiale (Eglise Saint-Jean-Baptiste)";"présent à l'IPM en 1973 présent à l'IPA en 2006";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25122-INV-0042-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (187034.016000003 153653.982000001,187007.789999999 153643.818)"
"3730";"53082-INV-0029-02";"charbonnage (Bureau du charbonnage du Grand Buisson)";"présent à l'IPM en 1975 présent à l'IPA en 2006";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53082-INV-0029-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (110841.101000004 122564.419,110854.432999998 122594.809)"
"3731";"53082-INV-0062-01";"habitation";"présent à l'IPA en 2006";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53082-INV-0062-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (111472.300999999 121602.999000002,111477.707000002 121606.943)"
"3732";"53082-INV-0063-01";"habitation";"présent à l'IPA en 2006";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53082-INV-0063-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (112216.723999999 122140.822999999,112221.288000003 122132.884)"
"3733";"53082-INV-0031-02";"habitation - temple";"présent à l'IPM en 1975 présent à l'IPA en 2006";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53082-INV-0031-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (112309.843999997 122277.065000001,112301.254000001 122259.192000002)"
"3999";"51008-INV-0021-02";"château (Château de Beloeil)";"présent à l'IPM en 1988 présent à l'IPIC en 2020";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/51008-INV-0021-02";"";"2026-03-24T00:00:00";"MULTIPOINT (104431.762000002 137990.524999999,104500.024999999 138157.213,104563.524999999 137765.100000001,104679.413000003 138122.287999999,104682.588 137685.723999999,104707.987999998 138028.625,104761.963 138119.113000002,104863.563000001 137934.962000001)"
"4000";"51008-INV-0288-01";"gare";"présent à l'IPIC en 2020";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/51008-INV-0288-01";"";"2026-03-24T00:00:00";"MULTIPOINT (105361.853 137231.344000001,105401.541000001 137280.291999999)"
"4001";"51008-INV-0289-01";"habitation";"présent à l'IPIC en 2020";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/51008-INV-0289-01";"";"2026-03-24T00:00:00";"MULTIPOINT (105321.358999997 137264.263,105325.472999997 137258.795000002,105328.780000001 137251.848999999,105331.122000001 137247.118000001)"
"4002";"25123-INV-0148-01";"habitation";"présent à l'IPIC en 2020";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25123-INV-0148-01";"";"2026-03-24T00:00:00";"MULTIPOINT (135093.825999998 150991.193,135108.218999997 150993.098000001)"
"3805";"92054-INV-0200-01";"école";"présent à l'IPIC en 2015";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92054-INV-0200-01";"";"2026-03-24T00:00:00";"MULTIPOINT (200153.886 126638.311999999,200162.719999999 126645.379000001)"
"3806";"25112-INV-0077-02";"habitation";"présent à l'IPM en 1973 présent à l'IPA en 2007";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25112-INV-0077-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (167239.277999997 155735.73,167243.592 155730.925000001)"
"3807";"25122-INV-0303-01";"ferme";"présent à l'IPA en 2006";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25122-INV-0303-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (187515.968999997 151589.328000002,187521.821999997 151590.765999999,187536.549999997 151585.767999999)"
"3808";"62032-INV-0022-02";"habitation";"présent à l'IPM en 1980 présent à l'IPA en 2010";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62032-INV-0022-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (234908.989 136337.142000001,234918.163999997 136336.221000001)"
"3809";"53068-INV-0148-01";"conciergerie (Château Bataille)";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53068-INV-0148-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (101232.788000003 121785.166000001,101263.859999999 121759.274)"
"3810";"92094-INV-1221-01";"habitation";"présent à l'IPA en 2011";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92094-INV-1221-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (181197.329000004 127765.219000001,181202.773000002 127752.487,181207.130000003 127746.853999998)"
"3811";"62032-INV-0277-01";"habitation";"présent à l'IPA en 2010";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62032-INV-0277-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (236175.840000004 138804.324999999,236179.244000003 138801.866999999,236183.516999997 138798.785999998,236187.193000004 138795.710999999,236191.108999997 138792.954,236194.685999997 138790.484999999,236197.920000002 138788.436999999,236201.585000001 138785.243999999,236204.509999998 138782.691,236211.928999998 138776.977000002)"
"3812";"53082-INV-0048-01";"habitation";"présent à l'IPA en 2006";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53082-INV-0048-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (113811.979000002 122821.982000001,113825.603 122820.186000001)"
"3813";"53082-INV-0049-01";"habitation";"présent à l'IPA en 2006";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53082-INV-0049-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (113786.276000001 122923.210000001,113788.316 122911.879999999)"
"3814";"92094-INV-1436-01";"école";"présent à l'IPA en 2011";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92094-INV-1436-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (191515.291000001 133315.327,191525.049999997 133307.725000001)"
"3815";"92094-INV-1979-01";"brasserie (Brasserie Schaeys)";"présent à l'IPA en 2011";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92094-INV-1979-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (180802.258000001 124007.521000002,180817.805 124002.780999999)"
"3816";"62006-INV-0123-01";"habitation";"présent à l'IPA en 2008";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62006-INV-0123-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (227845.310999997 155875.952,227851.461999998 155867.140000001)"
"3817";"62108-INV-0167-01";"habitation - magasin";"présent à l'IPA en 2007";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62108-INV-0167-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (242051.263999999 153572.032000002,242053.104999997 153579.811000001)"
"3818";"62032-INV-0139-01";"villa";"présent à l'IPA en 2010";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62032-INV-0139-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (235578.472999997 136888.281,235593.813000001 136895.346000001,235607.281000003 136898.019000001,235619.658 136904.188000001,235630.976000004 136904.263,235635.211000003 136905.511,235649.177000001 136913.697000001)"
"3819";"25117-INV-0053-01";"école";"présent à l'IPA en 2008";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25117-INV-0053-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (169443.761 145865.526999999,169455.534999996 145870.158)"
"4099";"56085-INV-0222-01";"école";"présent à l'IPIC en 2020";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/56085-INV-0222-01";"";"2026-03-24T00:00:00";"MULTIPOINT (134415.516999997 118781.088,134421.469999999 118773.943999998)"
"4100";"56016-INV-0009-02";"ferme (Ferme de la Colotterie)";"présent à l'IPM en 1983 présent à l'IPIC en 2017";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/56016-INV-0009-02";"";"2026-03-24T00:00:00";"MULTIPOINT (150030.785999998 78684.7840000019,150049.449000001 78701.3079999983,150059.169 78687.3110000007)"
"4101";"56016-INV-0172-02";"pavillon";"présent à l'IPM en 1983 présent à l'IPIC en 2018";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/56016-INV-0172-02";"";"2026-03-24T00:00:00";"MULTIPOINT (145629.305 82704.074000001,145630.829999998 82715.050999999,145636.013999999 82697.061999999)"
"4102";"56011-INV-0077-02";"ferme (Ferme de Battignies)";"présent à l'IPM en 1983 présent à l'IPIC en 2021";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/56011-INV-0077-02";"";"2026-03-24T00:00:00";"MULTIPOINT (135825.741999999 122919.741,135833.151000001 122927.572999999,135838.019000001 122934.77,135851.141999997 122952.973000001,135860.456 122958.688000001,135866.381999999 122961.228,135876.965999998 122950.010000002)"
"3608";"53014-INV-0095-02";"habitation (Cité du Grand-Hornu)";"présent à l'IPM en 1975 présent à l'IPA en 2004";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53014-INV-0095-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (112556.722999997 125129.118999999,112561.5 125129.147,112566.737999998 125130.100000001,112569.093999997 125109.412999999,112574.222000003 125111.962000001,112576.173 125132.949000001,112581.097999997 125113.469000001,112583.082999997 125135.306000002,112588.906999998 125116.388)"
"3609";"62032-INV-0228-01";"ferme";"présent à l'IPA en 2010";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62032-INV-0228-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (236475.332000002 135877.077,236478.148999996 135873.568999998,236480.033 135879.057999998,236487.376999997 135881.568999998,236492.560000002 135883.539999999,236499.838 135887.300999999)"
"3610";"25112-INV-0302-01";"habitation";"présent à l'IPA en 2007";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25112-INV-0302-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (166703.615999997 156004.613000002,166710.825999998 156018.702,166717.244999997 156032.353999998,166719.362000003 156037.328000002,166722.218999997 156042.938000001,166725.818000004 156048.864,166728.251999997 156055.32)"
"3611";"92094-INV-0183-02";"habitation - magasin";"présent à l'IPM en 1975 présent à l'IPA en 2011";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92094-INV-0183-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (185244.241999999 128331.269000001,185244.307999998 128336.888,185244.454999998 128341.348000001,185245.071999997 128311.905999999,185245.273000002 128325.18,185245.575000003 128319.146000002,185245.675999999 128305.368999999,185248.381999999 128299.537999999,185248.598999999 128294.061000001)"
"3612";"25084-INV-0076-01";"habitation";"présent à l'IPA en 2006";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25084-INV-0076-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (181430.019000001 146254.940000001,181435.530000001 146258.747000001)"
"3613";"62108-INV-0250-01";"château (Château de Montglyon)";"présent à l'IPA en 2007";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62108-INV-0250-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (242566.556999996 154759.030000001,242652.758000001 154744.583999999)"
"3866";"25005-INV-0084-02";"";"présent à l'IPM en 1973 présent à l'IPA en 2006";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25005-INV-0084-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (176690.662 163209.096000001,176732.07 163207.772999998)"
"3867";"62108-INV-0027-02";"habitation";"présent à l'IPM en 1980 présent à l'IPA en 2007";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62108-INV-0027-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (243656.887999997 156976.739999998,243657.016000003 156982.793000001,243658.686999999 156988.09)"
"3868";"25112-INV-0285-01";"habitation";"présent à l'IPA en 2007";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25112-INV-0285-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (167428.704000004 155597.535999998,167432.726000004 155593.620000001)"
"3869";"25112-INV-0295-01";"habitation";"présent à l'IPA en 2007";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25112-INV-0295-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (166698.403999999 155957.614999998,166705.811999999 155954.771000002)"
"3870";"62006-INV-0071-01";"cour de justice (Ferme de la Dîme)";"présent à l'IPA en 2008";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62006-INV-0071-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (227449.935000002 151033.284000002,227515.270999998 151091.93,227517.420000002 151103.868999999)"
"3871";"62108-INV-0140-01";"dépendance - habitation";"présent à l'IPA en 2007";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62108-INV-0140-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (242505.920000002 152822.011,242512.137999997 152829.552000001)"
"3872";"25117-INV-0116-01";"école - maison communale";"présent à l'IPA en 2008";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25117-INV-0116-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (166878.740999997 140806.067000002,166880.805 140818.925999999,166883.344999999 140796.066)"
"3873";"25117-INV-0103-01";"école - maison communale";"présent à l'IPA en 2008";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25117-INV-0103-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (169071.531000003 141707.609999999,169074.648999996 141671.305,169089.648000002 141702.043000001,169091.795999996 141681.932999998,169092.622000001 141661.688000001)"
